huc,crop,pesticide,days_fish,days_invertebrate_water,days_plant_nonvascular,days_plant_vascular,days_invertebrate_sed,days_any_species
HUC180400020401,Almonds,CHLORPYRIFOS,0,137,0,0,237,237
HUC180400020401,Almonds,DIMETHOATE,0,0,0,0,23,23
HUC180400020401,"Flowers, nursery, and Christmas trees",CHLORPYRIFOS,0,137,0,0,226,226
HUC180400020401,"Flowers, nursery, and Christmas trees",DIMETHOATE,0,0,0,0,0,0
HUC180400020401,Grapes,CHLORPYRIFOS,0,50,0,0,162,162
HUC180400020401,Grapes,DIMETHOATE,0,0,0,0,22,22
HUC180400020401,"Misc. grain, hay, and forage",CHLORPYRIFOS,0,286,0,0,286,286
HUC180400091307-Dry Creek,Cherries,CHLORPYRIFOS,0,0,0,0,40,40
HUC180400091307-Dry Creek,Cherries,DIMETHOATE,0,0,0,0,0,0
HUC180400091307-Dry Creek,"Corn, sorghum, and sudan",CHLORPYRIFOS,0,127,0,0,127,127
HUC180400091307-Dry Creek,Fallow,CHLORPYRIFOS,0,90,0,0,307,307
HUC180400091307-Dry Creek,Fallow,DIMETHOATE,0,0,0,0,25,25
HUC180400091307-Dry Creek,Grapes,DIMETHOATE,0,0,0,0,6,6
HUC180400091307-Dry Creek,"Misc. grain, hay, and forage",CHLORPYRIFOS,0,228,0,0,228,228
HUC180400091307-Dry Creek,"Misc. grain, hay, and forage",DIMETHOATE,0,0,0,0,48,48
HUC180400091307-Dry Creek,Wheat,DIMETHOATE,0,0,0,0,0,0
Adobe Creek-Frontal San Francisco Bay Estuaries,"Flowers, nursery, and Christmas trees",BIFENTHRIN,0,0,0,0,0,0
Adobe Creek-Frontal San Francisco Bay Estuaries,"Flowers, nursery, and Christmas trees",CHLORANTRANILIPROLE,0,0,0,0,0,0
Adobe Creek-Frontal San Francisco Bay Estuaries,"Flowers, nursery, and Christmas trees",CHLORPYRIFOS,0,252,0,0,252,252
Adobe Creek-Frontal San Francisco Bay Estuaries,Grapes,BIFENTHRIN,0,0,0,0,0,0
Adobe Creek-Frontal San Francisco Bay Estuaries,Grapes,CHLORANTRANILIPROLE,0,0,0,0,53,53
Adobe Creek-Frontal San Pablo Bay Estuaries,Fallow,CHLORPYRIFOS,0,125,0,0,245,245
Adobe Creek-Frontal San Pablo Bay Estuaries,Fallow,DIMETHOATE,0,0,0,0,16,16
Adobe Creek-Frontal San Pablo Bay Estuaries,"Flowers, nursery, and Christmas trees",CHLORPYRIFOS,0,113,0,0,216,216
Adobe Creek-Frontal San Pablo Bay Estuaries,Grapes,CHLORPYRIFOS,0,226,0,0,230,230
Adobe Creek-Frontal San Pablo Bay Estuaries,Grapes,DIMETHOATE,0,0,0,0,42,42
Adobe Creek-Frontal San Pablo Bay Estuaries,Misc. agriculture,CHLORPYRIFOS,0,0,0,0,0,0
Adobe Creek-Frontal San Pablo Bay Estuaries,"Misc. grain, hay, and forage",DIMETHOATE,0,0,0,0,0,0
Adobe Creek-Frontal San Pablo Bay Estuaries,Olives,CHLORPYRIFOS,0,285,0,0,285,285
Agua Caliente Creek-Frontal San Francisco Bay Estuaries,Olives,AZOXYSTROBIN,0,0,0,0,0,0
Agua Caliente Creek-Frontal San Francisco Bay Estuaries,Olives,CHLOROTHALONIL,0,0,0,0,0,0
Agua Caliente Creek-Frontal San Francisco Bay Estuaries,Olives,LAMBDA-CYHALOTHRIN,0,0,0,0,0,0
Alamitos Creek,Fallow,AZOXYSTROBIN,0,0,0,0,0,0
Alamitos Creek,Fallow,CHLORANTRANILIPROLE,0,0,0,0,0,0
Alamitos Creek,Fallow,CHLORPYRIFOS,0,144,0,0,144,144
Alamitos Creek,Fallow,CLOTHIANIDIN,0,0,0,0,0,0
Alamitos Creek,Fallow,DIFENOCONAZOLE,0,0,0,0,0,0
Alamitos Creek,Fallow,DINOTEFURAN,0,0,0,0,0,0
Alamitos Creek,Fallow,PENDIMETHALIN,0,0,0,0,0,0
Alamitos Creek,Fallow,SIMAZINE,0,0,0,0,0,0
Alamitos Creek,Fallow,TEBUCONAZOLE,0,0,0,0,0,0
Alamitos Creek,Fallow,THIAMETHOXAM,0,0,0,0,0,0
Alamitos Creek,Misc. deciduous,AZOXYSTROBIN,0,0,0,0,0,0
Alamitos Creek,Misc. deciduous,CHLORANTRANILIPROLE,0,0,0,0,0,0
Alamitos Creek,Misc. deciduous,CLOTHIANIDIN,0,0,0,0,0,0
Alamitos Creek,Misc. deciduous,DIFENOCONAZOLE,0,0,0,0,0,0
Alamitos Creek,Misc. deciduous,PENDIMETHALIN,0,0,0,0,0,0
Alamitos Creek,"Misc. grain, hay, and forage",AZOXYSTROBIN,0,0,0,0,0,0
Alamitos Creek,"Misc. grain, hay, and forage",CHLORANTRANILIPROLE,0,0,0,0,0,0
Alamitos Creek,"Misc. grain, hay, and forage",DIFENOCONAZOLE,0,0,0,0,0,0
Alamitos Creek,"Misc. grain, hay, and forage",PENDIMETHALIN,0,0,0,0,0,0
Alamitos Creek,"Misc. grain, hay, and forage",TEBUCONAZOLE,0,0,0,0,0,0
Alamo Creek,Alfalfa and alfalfa mixtures,CHLORANTRANILIPROLE,0,0,0,0,0,0
Alamo Creek,Alfalfa and alfalfa mixtures,PENDIMETHALIN,0,0,0,0,0,0
Alamo Creek,Almonds,CHLORPYRIFOS,0,228,0,0,228,228
Alamo Creek,Almonds,PENDIMETHALIN,0,0,0,0,0,0
Alamo Creek,"Corn, sorghum, and sudan",CHLORANTRANILIPROLE,0,0,0,0,0,0
Alamo Creek,Fallow,CHLORANTRANILIPROLE,0,0,0,0,0,0
Alamo Creek,Fallow,PENDIMETHALIN,0,0,0,0,0,0
Alamo Creek,Grapes,PENDIMETHALIN,0,0,0,0,0,0
Alamo Creek,Misc. deciduous,CHLORANTRANILIPROLE,0,0,0,0,2,2
Alamo Creek,Misc. deciduous,PENDIMETHALIN,0,0,0,0,0,0
Alamo Creek,Misc. deciduous,SIMAZINE,0,0,9,0,0,9
Alamo Creek,"Misc. grain, hay, and forage",CHLORANTRANILIPROLE,0,0,0,0,98,98
Alamo Creek,"Misc. grain, hay, and forage",CHLORPYRIFOS,0,361,0,0,361,361
Alamo Creek,"Misc. grain, hay, and forage",PENDIMETHALIN,0,0,0,0,0,0
Alamo Creek,"Misc. grain, hay, and forage",SIMAZINE,0,0,16,0,0,16
Alamo Creek,Olives,CHLORANTRANILIPROLE,0,0,0,0,0,0
American Canyon Creek-Frontal San Pablo Bay Estuaries,Grapes,CHLORANTRANILIPROLE,0,0,0,0,0,0
American Canyon Creek-Frontal San Pablo Bay Estuaries,Grapes,CHLORPYRIFOS,0,345,0,0,438,438
American Canyon Creek-Frontal San Pablo Bay Estuaries,Olives,SIMAZINE,0,0,123,55,0,123
American Canyon-Frontal Suisun Bay Estuaries,"Misc. grain, hay, and forage",LAMBDA-CYHALOTHRIN,0,0,0,0,0,0
American Canyon-Frontal Suisun Bay Estuaries,"Misc. grain, hay, and forage",PENDIMETHALIN,0,0,0,0,0,0
American Canyon-Frontal Suisun Bay Estuaries,Wheat,AZOXYSTROBIN,0,0,0,0,0,0
American Canyon-Frontal Suisun Bay Estuaries,Wheat,BIFENTHRIN,0,0,0,0,0,0
American Canyon-Frontal Suisun Bay Estuaries,Wheat,CHLOROTHALONIL,10,0,10,0,0,10
American Canyon-Frontal Suisun Bay Estuaries,Wheat,LAMBDA-CYHALOTHRIN,0,0,0,0,0,0
American Canyon-Frontal Suisun Bay Estuaries,Wheat,PENDIMETHALIN,0,0,111,0,0,111
American Canyon-Frontal Suisun Bay Estuaries,Wheat,TEBUCONAZOLE,0,0,0,0,0,0
Antelope Creek,"Flowers, nursery, and Christmas trees",CHLORANTRANILIPROLE,0,0,0,0,0,0
Antelope Creek,"Flowers, nursery, and Christmas trees",CHLORPYRIFOS,0,291,0,0,293,293
Antelope Creek,"Flowers, nursery, and Christmas trees",PENDIMETHALIN,0,0,0,0,0,0
Antelope Creek,Grapes,CHLORANTRANILIPROLE,0,0,0,0,0,0
Antelope Creek,Grapes,PENDIMETHALIN,0,0,0,0,0,0
Antelope Creek,Misc. citrus and subtropical fruit,CHLORANTRANILIPROLE,0,0,0,0,0,0
Antelope Creek,Misc. citrus and subtropical fruit,PENDIMETHALIN,0,0,0,0,0,0
Antelope Creek,Misc. deciduous,CHLORANTRANILIPROLE,0,0,0,0,0,0
Antelope Creek,Misc. deciduous,PENDIMETHALIN,0,0,0,0,0,0
Antelope Creek,Misc. truck crops,CHLORANTRANILIPROLE,0,0,0,0,0,0
Antelope Creek,Olives,CHLORPYRIFOS,0,0,0,0,0,0
Antelope Creek,Olives,PENDIMETHALIN,0,0,0,0,0,0
Arcade Creek,Grapes,"2,4-D, DIMETHYLAMINE SALT",0,0,0,0,0,0
Arcade Creek,Grapes,AZOXYSTROBIN,0,0,0,0,0,0
Arcade Creek,Grapes,DIFENOCONAZOLE,0,0,0,0,0,0
Arcade Creek,Grapes,"GLYPHOSATE, POTASSIUM SALT",0,0,0,0,0,0
Arcade Creek,Grapes,LAMBDA-CYHALOTHRIN,0,0,0,0,0,0
Arcade Creek,Grapes,MALATHION,0,0,0,0,0,0
Arcade Creek,Grapes,PENDIMETHALIN,0,0,0,0,0,0
Arcade Creek,Grapes,PERMETHRIN,0,0,0,0,0,0
Arcade Creek,Grapes,TEBUCONAZOLE,0,0,0,0,0,0
Arcade Creek,Grapes,TRIFLOXYSTROBIN,0,0,0,0,0,0
Arroyo de la Laguna,Fallow,BETA-CYFLUTHRIN,0,0,0,0,0,0
Arroyo de la Laguna,Fallow,CHLORPYRIFOS,0,208,0,0,208,208
Arroyo de la Laguna,Fallow,CLOTHIANIDIN,0,0,0,0,0,0
Arroyo de la Laguna,Fallow,DIFENOCONAZOLE,0,0,0,0,0,0
Arroyo de la Laguna,Fallow,PENDIMETHALIN,0,0,0,0,0,0
Arroyo de la Laguna,Fallow,SIMAZINE,0,0,168,25,0,168
Arroyo de la Laguna,Fallow,THIAMETHOXAM,0,0,0,0,0,0
Arroyo de la Laguna,"Flowers, nursery, and Christmas trees",CHLORPYRIFOS,0,0,0,0,0,0
Arroyo de la Laguna,"Flowers, nursery, and Christmas trees",DIMETHOATE,0,0,0,0,7,7
Arroyo de la Laguna,"Flowers, nursery, and Christmas trees",PENDIMETHALIN,0,0,0,0,0,0
Arroyo de la Laguna,Walnuts,DIFENOCONAZOLE,0,0,0,0,0,0
Arroyo de la Laguna,Walnuts,PENDIMETHALIN,0,0,0,0,0,0
Arroyo del Hambre-Frontal Suisun Bay Estuaries,Grapes,CARBARYL,0,0,0,0,0,0
Arroyo del Hambre-Frontal Suisun Bay Estuaries,Grapes,ESFENVALERATE,0,0,0,0,0,0
Arroyo del Hambre-Frontal Suisun Bay Estuaries,Grapes,LAMBDA-CYHALOTHRIN,0,0,0,0,0,0
Arroyo del Hambre-Frontal Suisun Bay Estuaries,Grapes,MALATHION,0,0,0,0,0,0
Arroyo del Hambre-Frontal Suisun Bay Estuaries,Grapes,PENDIMETHALIN,0,0,0,0,0,0
Arroyo del Hambre-Frontal Suisun Bay Estuaries,Grapes,PERMETHRIN,0,0,0,0,0,0
Arroyo del Hambre-Frontal Suisun Bay Estuaries,Grapes,TEBUCONAZOLE,0,0,0,0,0,0
Arroyo del Hambre-Frontal Suisun Bay Estuaries,Grapes,TRIFLOXYSTROBIN,0,0,0,0,0,0
Arroyo del Hambre-Frontal Suisun Bay Estuaries,"Misc. grain, hay, and forage",TRIFLOXYSTROBIN,0,0,0,0,0,0
Arroyo Seco,Fallow,"2,4-D, DIMETHYLAMINE SALT",0,0,0,0,0,0
Arroyo Seco,Fallow,CHLORPYRIFOS,0,129,0,0,199,199
Arroyo Seco,Grapes,"2,4-D, DIMETHYLAMINE SALT",0,0,0,0,0,0
Arroyo Seco,Misc. agriculture,"2,4-D, DIMETHYLAMINE SALT",0,0,0,0,0,0
Arroyo Seco,Misc. agriculture,DIMETHOATE,0,0,0,0,1,1
Arroyo Seco,Misc. agriculture,MALATHION,0,0,0,0,0,0
Arroyo Seco,Olives,CHLOROTHALONIL,0,0,0,0,0,0
Arroyo Seco,Olives,CHLORPYRIFOS,0,0,0,0,0,0
Arroyo Seco,Olives,DINOTEFURAN,0,0,0,0,0,0
Arroyo Seco,Olives,MALATHION,0,0,0,0,0,0
Arroyo Seco,Olives,PENDIMETHALIN,0,0,0,0,0,0
Arroyo Seco,Olives,TRIFLURALIN,0,0,0,0,0,0
Badger Creek,Alfalfa and alfalfa mixtures,CHLOROTHALONIL,0,0,0,0,0,0
Badger Creek,Almonds,BIFENTHRIN,0,0,0,0,0,0
Badger Creek,"Corn, sorghum, and sudan",BIFENTHRIN,0,0,0,0,0,0
Badger Creek,"Corn, sorghum, and sudan",CHLORANTRANILIPROLE,0,0,0,0,56,56
Badger Creek,"Corn, sorghum, and sudan",CHLOROTHALONIL,0,0,0,0,0,0
Badger Creek,"Corn, sorghum, and sudan",CHLORPYRIFOS,0,69,0,0,223,223
Badger Creek,"Corn, sorghum, and sudan",PENDIMETHALIN,0,0,0,0,0,0
Badger Creek,Fallow,BIFENTHRIN,0,0,0,0,0,0
Badger Creek,Fallow,CARBARYL,0,0,0,0,0,0
Badger Creek,Fallow,PENDIMETHALIN,0,0,0,0,0,0
Badger Creek,Grapes,BIFENTHRIN,0,0,0,0,0,0
Badger Creek,Grapes,CARBARYL,0,0,0,0,0,0
Badger Creek,Grapes,CHLOROTHALONIL,0,0,0,0,0,0
Badger Creek,Misc. agriculture,CHLORANTRANILIPROLE,0,0,0,0,0,0
Badger Creek,Misc. agriculture,PENDIMETHALIN,0,0,0,0,0,0
Badger Creek,"Misc. grain, hay, and forage",BIFENTHRIN,0,0,0,0,0,0
Badger Creek,"Misc. grain, hay, and forage",CARBARYL,0,15,0,0,0,15
Badger Creek,"Misc. grain, hay, and forage",CHLORANTRANILIPROLE,0,0,0,0,3,3
Badger Creek,"Misc. grain, hay, and forage",CHLOROTHALONIL,0,0,0,0,0,0
Badger Creek,"Misc. grain, hay, and forage",PENDIMETHALIN,0,0,0,0,0,0
Badger Creek,"Misc. grain, hay, and forage",THIAMETHOXAM,0,0,0,0,0,0
Badger Creek,Misc. truck crops,BIFENTHRIN,0,0,0,0,0,0
Badger Creek,Misc. truck crops,CHLOROTHALONIL,0,0,0,0,0,0
Badger Creek,Misc. truck crops,CHLORPYRIFOS,0,0,0,0,0,0
Badger Creek,Misc. truck crops,THIAMETHOXAM,0,0,0,0,0,0
Badger Creek,Pistachios,PENDIMETHALIN,0,0,0,0,0,0
Barker Slough,Fallow,"2,4-D, DIMETHYLAMINE SALT",0,0,0,0,0,0
Barker Slough,Fallow,CHLORANTRANILIPROLE,0,0,0,0,0,0
Barker Slough,Fallow,CHLORPYRIFOS,0,0,0,0,42,42
Barker Slough,Misc. citrus and subtropical fruit,"2,4-D, DIMETHYLAMINE SALT",0,0,0,0,0,0
Barker Slough,Pomegranates,"2,4-D, DIMETHYLAMINE SALT",0,0,0,0,0,0
Beaver Lake-Sacramento River,Alfalfa and alfalfa mixtures,CHLORANTRANILIPROLE,0,0,0,0,0,0
Beaver Lake-Sacramento River,Alfalfa and alfalfa mixtures,CLOTHIANIDIN,0,0,0,0,0,0
Beaver Lake-Sacramento River,Alfalfa and alfalfa mixtures,PENDIMETHALIN,0,0,0,0,0,0
Beaver Lake-Sacramento River,Alfalfa and alfalfa mixtures,SIMAZINE,0,0,0,0,0,0
Beaver Lake-Sacramento River,Alfalfa and alfalfa mixtures,THIAMETHOXAM,0,0,0,0,0,0
Beaver Lake-Sacramento River,Apples,CHLORANTRANILIPROLE,0,0,0,0,0,0
Beaver Lake-Sacramento River,"Corn, sorghum, and sudan",CHLORANTRANILIPROLE,0,0,0,0,0,0
Beaver Lake-Sacramento River,"Corn, sorghum, and sudan",CHLORPYRIFOS,0,0,0,0,34,34
Beaver Lake-Sacramento River,"Corn, sorghum, and sudan",DIMETHOATE,0,0,0,0,4,4
Beaver Lake-Sacramento River,"Corn, sorghum, and sudan",PENDIMETHALIN,0,0,0,0,0,0
Beaver Lake-Sacramento River,Fallow,CHLORANTRANILIPROLE,0,0,0,0,0,0
Beaver Lake-Sacramento River,Fallow,PENDIMETHALIN,0,0,0,0,0,0
Beaver Lake-Sacramento River,Grapes,DIMETHOATE,0,0,0,0,0,0
Beaver Lake-Sacramento River,"Melons, squash, and cucumbers",CHLORANTRANILIPROLE,0,0,0,0,0,0
Beaver Lake-Sacramento River,"Melons, squash, and cucumbers",DIMETHOATE,0,0,0,0,0,0
Beaver Lake-Sacramento River,"Melons, squash, and cucumbers",PENDIMETHALIN,0,0,0,0,0,0
Beaver Lake-Sacramento River,Misc. agriculture,CHLORPYRIFOS,0,0,0,0,0,0
Beaver Lake-Sacramento River,Misc. agriculture,PENDIMETHALIN,0,0,0,0,0,0
Beaver Lake-Sacramento River,"Misc. grain, hay, and forage",CHLORANTRANILIPROLE,0,0,0,0,0,0
Beaver Lake-Sacramento River,"Misc. grain, hay, and forage",PENDIMETHALIN,0,0,0,0,0,0
Beaver Lake-Sacramento River,Pears,CLOTHIANIDIN,0,0,0,0,0,0
Beaver Lake-Sacramento River,Safflower,CHLORPYRIFOS,0,0,0,0,0,0
Beaver Lake-Sacramento River,Tomatoes,PENDIMETHALIN,0,0,0,0,0,0
Beaver Lake-Sacramento River,Walnuts,PENDIMETHALIN,0,0,0,0,0,0
Beaver Lake-Sacramento River,Wheat,DIMETHOATE,0,0,0,0,0,0
Boscha Lake (Historical)-Stanislaus River,Alfalfa and alfalfa mixtures,CHLORANTRANILIPROLE,0,0,0,0,0,0
Boscha Lake (Historical)-Stanislaus River,Alfalfa and alfalfa mixtures,CHLORPYRIFOS,0,250,0,0,250,250
Boscha Lake (Historical)-Stanislaus River,Alfalfa and alfalfa mixtures,DIMETHOATE,0,0,0,0,46,46
Boscha Lake (Historical)-Stanislaus River,Alfalfa and alfalfa mixtures,PENDIMETHALIN,0,0,0,0,0,0
Boscha Lake (Historical)-Stanislaus River,Almonds,CHLORANTRANILIPROLE,0,0,0,0,0,0
Boscha Lake (Historical)-Stanislaus River,Almonds,DIMETHOATE,0,0,0,0,0,0
Boscha Lake (Historical)-Stanislaus River,Apples,CHLORANTRANILIPROLE,0,0,0,0,0,0
Boscha Lake (Historical)-Stanislaus River,Apples,DIMETHOATE,0,0,0,0,0,0
Boscha Lake (Historical)-Stanislaus River,Beans,DIMETHOATE,0,0,0,0,4,4
Boscha Lake (Historical)-Stanislaus River,Beans,PENDIMETHALIN,0,0,0,0,0,0
Boscha Lake (Historical)-Stanislaus River,Cherries,CHLORANTRANILIPROLE,0,0,0,0,0,0
Boscha Lake (Historical)-Stanislaus River,Cherries,DIMETHOATE,0,0,0,0,20,20
Boscha Lake (Historical)-Stanislaus River,Cherries,PENDIMETHALIN,0,0,0,0,0,0
Boscha Lake (Historical)-Stanislaus River,"Corn, sorghum, and sudan",CHLORANTRANILIPROLE,0,0,0,0,0,0
Boscha Lake (Historical)-Stanislaus River,"Corn, sorghum, and sudan",CHLORPYRIFOS,0,0,0,0,0,0
Boscha Lake (Historical)-Stanislaus River,"Corn, sorghum, and sudan",PENDIMETHALIN,0,0,0,0,0,0
Boscha Lake (Historical)-Stanislaus River,Fallow,CHLORANTRANILIPROLE,0,0,0,0,0,0
Boscha Lake (Historical)-Stanislaus River,Fallow,PENDIMETHALIN,0,0,0,0,0,0
Boscha Lake (Historical)-Stanislaus River,"Flowers, nursery, and Christmas trees",DIMETHOATE,0,0,0,0,0,0
Boscha Lake (Historical)-Stanislaus River,Grapes,PENDIMETHALIN,0,0,0,0,0,0
Boscha Lake (Historical)-Stanislaus River,"Melons, squash, and cucumbers",CHLORANTRANILIPROLE,0,0,0,0,0,0
Boscha Lake (Historical)-Stanislaus River,"Melons, squash, and cucumbers",PENDIMETHALIN,0,0,0,0,0,0
Boscha Lake (Historical)-Stanislaus River,Misc. citrus and subtropical fruit,CHLORANTRANILIPROLE,0,0,0,0,0,0
Boscha Lake (Historical)-Stanislaus River,Misc. citrus and subtropical fruit,PENDIMETHALIN,0,0,0,0,0,0
Boscha Lake (Historical)-Stanislaus River,Misc. deciduous,CHLORANTRANILIPROLE,0,0,0,0,0,0
Boscha Lake (Historical)-Stanislaus River,Misc. deciduous,PENDIMETHALIN,0,0,0,0,0,0
Boscha Lake (Historical)-Stanislaus River,"Misc. grain, hay, and forage",CHLORANTRANILIPROLE,0,0,0,0,0,0
Boscha Lake (Historical)-Stanislaus River,"Misc. grain, hay, and forage",DIMETHOATE,0,0,0,0,0,0
Boscha Lake (Historical)-Stanislaus River,"Misc. grain, hay, and forage",PENDIMETHALIN,0,0,0,0,0,0
Boscha Lake (Historical)-Stanislaus River,Misc. truck crops,CHLORANTRANILIPROLE,0,0,0,0,16,16
Boscha Lake (Historical)-Stanislaus River,Peaches and nectarines,PENDIMETHALIN,0,0,0,0,0,0
Boscha Lake (Historical)-Stanislaus River,Pomegranates,CHLORANTRANILIPROLE,0,0,0,0,0,0
Boscha Lake (Historical)-Stanislaus River,Pomegranates,CHLORPYRIFOS,0,0,0,0,50,50
Boscha Lake (Historical)-Stanislaus River,Pomegranates,DIMETHOATE,0,0,0,0,27,27
Boscha Lake (Historical)-Stanislaus River,Pomegranates,PENDIMETHALIN,0,0,0,0,0,0
Boscha Lake (Historical)-Stanislaus River,Wheat,CHLORPYRIFOS,0,0,0,0,0,0
Brushy Creek,"Misc. grain, hay, and forage","2,4-D, DIMETHYLAMINE SALT",0,0,0,0,0,0
Brushy Creek,"Misc. grain, hay, and forage",CHLORANTRANILIPROLE,0,0,0,0,0,0
Brushy Creek,"Misc. grain, hay, and forage",FLUBENDIAMIDE,0,0,0,0,0,0
Brushy Creek,"Misc. grain, hay, and forage",LAMBDA-CYHALOTHRIN,0,0,0,0,0,0
Burdell Mountain-Frontal San Pablo Bay Estuaries,Olives,"GLYPHOSATE, POTASSIUM SALT",0,0,0,0,0,0
Burns Cutoff-San Joaquin River,Cherries,"GLYPHOSATE, POTASSIUM SALT",0,0,0,0,0,0
Burns Cutoff-San Joaquin River,Wheat,"GLYPHOSATE, POTASSIUM SALT",0,0,0,0,0,0
Calabazas Creek-Frontal San Francisco Bay Estuaries,Grapes,"2,4-D, DIMETHYLAMINE SALT",0,0,0,0,0,0
Calabazas Creek-Frontal San Francisco Bay Estuaries,Grapes,LAMBDA-CYHALOTHRIN,0,0,0,0,0,0
Calabazas Creek-Frontal San Francisco Bay Estuaries,Grapes,TRIFLURALIN,0,0,0,0,0,0
Calabazas Creek-Frontal San Francisco Bay Estuaries,Misc. truck crops,"2,4-D, DIMETHYLAMINE SALT",0,0,0,0,0,0
Calabazas Creek-Frontal San Francisco Bay Estuaries,Misc. truck crops,DIMETHOATE,0,0,0,0,8,8
Calabazas Creek-Frontal San Francisco Bay Estuaries,Misc. truck crops,LAMBDA-CYHALOTHRIN,0,0,0,0,0,0
Calabazas Creek-Frontal San Francisco Bay Estuaries,Misc. truck crops,PENDIMETHALIN,0,0,0,0,0,0
Calabazas Creek-Frontal San Francisco Bay Estuaries,"Plums, prunes, or apricots","2,4-D, DIMETHYLAMINE SALT",0,0,0,0,0,0
Calabazas Creek-Frontal San Francisco Bay Estuaries,"Plums, prunes, or apricots",BETA-CYFLUTHRIN,0,0,0,0,0,0
Calabazas Creek-Frontal San Francisco Bay Estuaries,"Plums, prunes, or apricots",BIFENTHRIN,0,0,0,0,0,0
Calabazas Creek-Frontal San Francisco Bay Estuaries,"Plums, prunes, or apricots",CHLORANTRANILIPROLE,0,0,0,0,0,0
Calabazas Creek-Frontal San Francisco Bay Estuaries,"Plums, prunes, or apricots",DIMETHOATE,0,0,0,0,1,1
Calabazas Creek-Frontal San Francisco Bay Estuaries,"Plums, prunes, or apricots",LAMBDA-CYHALOTHRIN,0,0,0,0,0,0
Calabazas Creek-Frontal San Francisco Bay Estuaries,"Plums, prunes, or apricots",PENDIMETHALIN,0,0,0,0,0,0
Calabazas Creek-Frontal San Francisco Bay Estuaries,"Plums, prunes, or apricots",TRIFLURALIN,0,0,0,0,0,0
Calabazas Creek-Frontal San Francisco Bay Estuaries,Walnuts,LAMBDA-CYHALOTHRIN,0,0,0,0,0,0
Califton Court Forebay,"Corn, sorghum, and sudan",CHLORANTRANILIPROLE,0,0,0,0,0,0
Califton Court Forebay,Fallow,AZOXYSTROBIN,0,0,0,0,0,0
Califton Court Forebay,Fallow,CHLORANTRANILIPROLE,0,0,0,0,0,0
Califton Court Forebay,Fallow,CHLOROTHALONIL,0,0,0,0,0,0
Califton Court Forebay,Fallow,CHLORPYRIFOS,0,218,0,0,327,327
Califton Court Forebay,Fallow,PENDIMETHALIN,0,0,0,0,0,0
Califton Court Forebay,Grapes,CHLORANTRANILIPROLE,0,0,0,0,0,0
Califton Court Forebay,Wheat,AZOXYSTROBIN,0,0,0,0,0,0
Califton Court Forebay,Wheat,CHLORANTRANILIPROLE,0,0,0,0,0,0
Califton Court Forebay,Wheat,CHLOROTHALONIL,0,0,0,0,0,0
Califton Court Forebay,Wheat,DIMETHOATE,0,0,0,0,13,13
Califton Court Forebay,Wheat,PENDIMETHALIN,0,0,0,0,0,0
Canoas Creek,Misc. deciduous,BIFENTHRIN,0,0,0,0,0,0
Canoas Creek,"Misc. grain, hay, and forage",BETA-CYFLUTHRIN,0,0,0,0,0,0
Canoas Creek,"Misc. grain, hay, and forage",BIFENTHRIN,0,0,0,0,0,0
Canoas Creek,"Misc. grain, hay, and forage",PENDIMETHALIN,0,0,0,0,0,0
Canoas Creek,Misc. truck crops,BETA-CYFLUTHRIN,0,0,0,0,0,0
Canoas Creek,Misc. truck crops,BIFENTHRIN,0,0,0,0,0,0
Canoas Creek,Misc. truck crops,CHLORPYRIFOS,0,0,0,0,456,456
Canoas Creek,Misc. truck crops,DIMETHOATE,0,0,0,0,35,35
Canoas Creek,Misc. truck crops,PENDIMETHALIN,0,0,0,0,0,0
Carneros Creek-Frontal San Pablo Bay Estuaries,Grapes,CHLORANTRANILIPROLE,0,0,0,0,0,0
Carneros Creek-Frontal San Pablo Bay Estuaries,Grapes,CHLORPYRIFOS,0,0,0,0,0,0
Carneros Creek-Frontal San Pablo Bay Estuaries,Misc. agriculture,CHLORANTRANILIPROLE,0,0,0,0,116,116
Carneros Creek-Frontal San Pablo Bay Estuaries,Misc. agriculture,CHLORPYRIFOS,0,441,0,0,441,441
Carneros Creek-Frontal San Pablo Bay Estuaries,Misc. agriculture,PENDIMETHALIN,0,0,0,0,0,0
Carneros Creek-Frontal San Pablo Bay Estuaries,"Misc. grain, hay, and forage",CHLORANTRANILIPROLE,0,0,0,0,0,0
Carneros Creek-Frontal San Pablo Bay Estuaries,"Misc. grain, hay, and forage",PENDIMETHALIN,0,0,0,0,0,0
Carneros Creek-Frontal San Pablo Bay Estuaries,Misc. truck crops,CHLORANTRANILIPROLE,0,0,0,0,0,0
Carneros Creek-Frontal San Pablo Bay Estuaries,Misc. truck crops,PENDIMETHALIN,0,0,0,0,0,0
Carneros Creek-Frontal San Pablo Bay Estuaries,Olives,CHLORANTRANILIPROLE,0,0,0,0,0,0
Carneros Creek-Frontal San Pablo Bay Estuaries,Olives,PENDIMETHALIN,0,0,0,0,0,0
Cashman Creek,Almonds,CHLORANTRANILIPROLE,0,0,0,0,0,0
Cashman Creek,Almonds,CHLORPYRIFOS,0,0,0,0,0,0
Cashman Creek,"Corn, sorghum, and sudan",CHLORPYRIFOS,0,0,0,0,0,0
Cashman Creek,"Corn, sorghum, and sudan",PENDIMETHALIN,0,0,0,0,0,0
Cashman Creek,Fallow,CHLORPYRIFOS,0,87,0,0,156,156
Cashman Creek,"Misc. grain, hay, and forage",CHLORANTRANILIPROLE,0,0,0,0,0,0
