huc,C_max_pst_soil,M_pst_soil,C_max_pst_surf,M_pst_surf,C_max_pst_sussed,M_pst_sussed,C_max_pst_sed,RI_max_fish,RI_max_invertebrate_water,RI_max_plant_nonvascular,RI_max_plant_vascular,RI_max_invertebrate_sed,RI_max_net,Exceedance_Events_Water,Exceedance_Events_Sed
HUC180201630203,74.6187278395085,2767.93343782723,72.8119896499625,1.48717666748028,0.159973514129294,0.011621566556202,159.973514129294,0.0800327904501208,2.26105782719606,1.72451995149893,4.86197872167053,10.6474976270002,11.6920740068868,452,49
HUC180201630301,219.741620557303,4568.43850236192,101.670837366212,1.36838737121731,0.330974711176905,0.0277538918311242,330.974711176905,0.263539889191584,8.63228798964419,5.98063749213009,4.75350608089318,35.9678666235175,44.6381108920344,467,58
HUC180201630302,116.66005595876,3317.48072372513,29.7594497310241,1.36368010867019,0.238930556798839,0.00526664526512499,238.930556798839,0.0395287601694884,1.86121229939379,1.50236807614279,3.01372094669014,5.47430385990848,6.79391372619,207,36
HUC180201630401,191.845645659762,1220.17250921078,47.4735421921017,1.30456465912233,0.397073492698989,0.00598768042340476,397.073492698989,0.735011680699242,5.96172100126,1.50992940428487,26.5878219786157,3.677326144126,3.67995880085578,319,19
HUC180201630402,149.010927018226,52.6364131106649,79.1663178514853,0.110908783541536,0.207770909907098,0.00038394392888654,207.770909907098,0.0189224962838406,0.0395831589257427,0.00360590642827735,0.0335648014570099,61.3692386445623,61.4131738661845,0,15
HUC180201630403,140.139485617566,1317.65917101038,147.162591474241,0.74992336601821,0.22671718543495,0.00697814036838534,226.71718543495,0.0559121211929974,0.357892566146724,1.72788296637396,54.3888240789685,3.14455213788961,3.14680337316859,472,9
HUC180201630404,591.545425266827,2633.13558497683,50.1621305602254,0.0823037337016337,0.931638037763895,0.0617008607517771,931.638037763895,0.00686773547733996,0.0250810652801127,2.40909552851296,5.86442682940868,38.8853725273065,38.9132111887855,35,33
HUC180201630501,199.47186061844,4821.19836755553,29.8206172023737,1.77668774005098,0.374619442831591,0.00629506483384915,374.619442831591,0.520880575527954,16.3391387550656,1.35448364688513,30.424661152851,68.0797448127734,84.4907269664688,541,222
HUC180201630502,903.855089225912,8584.01375384964,162.382867361697,2.65307165491255,1.71957889770882,0.0177967605206581,1719.57889770882,0.77812030321646,29.7208024422668,2.31303382051487,36.2172393580071,123.836676842778,153.68816202723,680,171
HUC180201630503,540.109505156545,4657.86925123359,175.105008948066,2.33897655215594,0.801254234760088,0.00812510588926049,801.254234760088,0.436739490170988,15.4782035839586,4.4930539293763,19.5653584683961,64.4925149331609,80.0387763729726,260,65
HUC180201630504,163.622744702396,505.77260372507,74.7000450166798,0.0570408881761349,0.172061134577498,0.00239031130987991,172.061134577498,0.167625046900047,0.052770848098163,0.820884375893276,19.2774969792674,0.0467151770049312,0.496139352263657,112,0
HUC180201630505,222.302583887622,2527.76982161495,132.160582247656,2.97694639719195,0.344412210786989,0.00871087227072971,344.412210786989,0.0363350830861298,4.40969838044372,2.22730163512917,4.95292881456932,23.0716698548712,23.0881872331319,201,126
HUC180201630601,101.269991374974,3772.36546121975,32.976010437578,1.81638845760801,0.179969518641773,0.0149228019555898,179.969518641773,0.157479260600287,3.62523797181219,1.93976531985753,5.13515315865285,15.1051582158841,18.7463364046588,493,90
HUC180201630602,100.365702764974,1568.5115717726,41.9080057949366,0.968865446048587,0.125282723889292,0.00408687003904236,125.282723889292,0.160527319223602,1.97187470584146,1.49050528323479,7.13143157058691,1.108780919636,2.09575995780793,240,1
HUC180201630603,1199.016377198,5994.52174870319,66.0718831951325,0.770418375460006,1.75414512456,0.0141909303630282,1754.14512456,3.88658136441956,2.78292251190033,7.13419351415349,17.3666653544536,11.5955104662514,14.3906695234418,381,40
HUC180201630604,154.80037090532,152.913506597911,68.6239864884386,0.343942717950042,0.171564872730037,9.06704582438369e-05,171.564872730037,0.243252855870573,0.0246114654174933,0.378216637101133,0.465497399509086,0.0412904569633184,0.0654035394711401,0,0
HUC180201630605,131.931597833843,927.756118146074,153.035623312329,0.651114259324392,0.194372736496604,0.00650414357671116,194.372736496604,0.048633454548681,2.39356187889554,2.53426722959645,2.04109335039362,9.97317449539806,12.3772608959828,104,46
HUC180201630606,113.871875947346,4296.4411618403,45.7735102259188,1.46999160028035,0.18687495669384,0.0504436641627443,186.87495669384,0.0303392841119391,2.33149445135093,0.732229362779336,7.19276013977746,12.9190240482764,12.9282729846693,530,241
HUC180201630701,401.287653716292,2127.09117700636,520.683024052714,0.907989225103675,0.786537367379787,0.0211830434879069,786.537367379787,0.11879016693466,0.162449643101515,2.1336897137275,5.19401038884522,41.8522454791448,41.8822081725255,33,34
HUC180201630702,145.567781344379,2799.70603292586,15.7167837539804,0.509351111609846,0.228117032181367,0.00885510280456207,228.117032181367,0.0361508680308263,13.1111031939148,0.896526702508284,3.76457757160008,2.42234054959318,2.4240747420199,524,28
HUC180201630703,92.4186425286045,873.162172744045,23.4081044106256,0.218217819315232,0.110903481483486,0.0032231782268315,110.903481483486,0.103738969432538,0.65348430743289,0.345816764054891,1.57347026164987,6.30177119634718,6.30628273535661,61,51
HUC180400020104,240.052596451516,4371.69119142831,269.538194241782,2.31647575249107,0.503484845664089,0.0140731049956022,503.484845664089,1.00329757958324,23.4777409842839,1.39053491650907,65.658025166398,97.8239207678495,121.404893674559,912,176
HUC180400020201,344.900916177032,7170.34046248801,112.152219989618,4.4505810236937,0.741114692984352,0.00644515428471873,741.114692984352,1.94023676447085,102.428773291161,2.53723269200035,96.7139528004665,426.786555379836,529.66570927557,1304,642
HUC180400020202,147.480306855037,5964.37701987126,103.396754653559,6.75444311311129,0.316740321290683,0.033157877288778,316.740321290683,0.438581427865527,18.4470288654023,2.0257325626373,14.6567657372572,76.8626202725095,95.390760955871,855,674
HUC180400020204,33.4023517302814,114.0654099415,5.9171897085202,0.0690803744332652,0.0794360829611388,0.000778850824481655,79.4360829611388,0.0235598238690167,0.579253102868136,0.187787727518987,3.85692699560695,2.4135545952839,2.99535468133155,284,8
HUC180400020205,173.531615657076,6147.0716497192,62.8087097923936,3.40373934029803,0.37341920666309,0.0162316312295999,373.41920666309,0.680265894929519,7.42357230413056,1.49946904204443,24.0938611067858,30.9315512672107,38.3877651121408,688,520
HUC180400020401,679.943182302525,7101.14225697058,119.797935366258,2.92378164970865,1.36857896254311,0.00190772781662724,1368.57896254311,2.11390416484716,54.5263190219968,2.76433621556936,261.059727092223,227.192995924987,281.959067857589,1194,369
HUC180400020402,165.496700195752,2787.69138807542,130.834736696677,1.28726367281663,0.289800865903384,0.00549650272967395,289.800865903384,0.540665783781191,9.15206359350723,3.37935379905455,28.6327409870983,18.4415716192827,18.4547742360016,847,106
HUC180400020403,259.674921270478,7435.49023682545,62.5432880245927,5.20615123089675,0.556944049079467,0.0966159984041454,556.944049079468,1.12271525773784,14.3775407630875,3.04983287991498,45.7923538648134,59.906419846198,74.3471788368704,1606,1113
HUC180400020404,426.476289436921,6981.18711576252,200.305231980685,5.05951585206912,0.902118522497762,0.00860752483856236,902.118522497763,1.94777028887968,12.4128782128925,2.54708422391958,103.011020924551,51.7203258870519,64.1877836815833,1612,568
HUC180400020405,352.288782114798,5730.45229428317,28.2734865101617,2.13057673621194,0.696847442102144,0.00666572668711438,696.847442102144,1.30547341618844,20.1893506075036,2.96405188458179,51.5135922556196,84.1222941979317,104.400417634011,1566,340
HUC180400020501,770.387602616744,6580.12699111761,188.615643317546,2.62595045530491,1.1253756684055,0.0106112855313737,1125.3756684055,2.20993878128658,34.2687335531238,5.79643012333601,46.2064387566096,142.786389804683,177.205803410293,1145,339
HUC180400020502,408.846932979077,4561.04015044447,156.250299459294,1.75367577750628,0.650150340684542,0.00867180570265838,650.150340684542,1.37222080950799,8.80105876114636,3.84160581741156,52.5974144429384,37.8423290905564,45.5108352986674,1323,280
