hru,pesticide,C_max_pst_soil,M_pst_soil,C_max_pst_surf,M_pst_surf,C_max_pst_sussed,M_pst_sussed,C_max_pst_sed,RI_max_fish,RI_max_invertebrate_water,RI_max_plant_nonvascular,RI_max_plant_vascular,RI_max_invertebrate_sed,RI_max_net,Exceedance_Events_Water,Exceedance_Events_Sed
Misc. truck crops,GLUFOSINATE-AMMONIUM,0.0438544013821671,0.00387570278306699,0.00906181557181047,1.71129012931555e-06,6.143400662555e-05,3.20498111956324e-08,0.06143400662555,1.27631205236767e-08,1.3565592173369e-08,1.94877754232483e-07,6.16450038898671e-06,0,0,0,0
Misc. truck crops,"GLYPHOSATE, ISOPROPYLAMINE SALT",15.212097542916,8.75174867845426,0.16260894063516,0.000836309276576339,0.0291846029100869,0.000543119498401688,29.1846029100869,1.62446494141019e-07,3.45241912176561e-07,2.23057531735474e-06,1.8394676542439e-06,0,0,0,0
Misc. truck crops,"GLYPHOSATE, POTASSIUM SALT",26.1632814489849,10.5013279915762,2.05745724631846,0.00503425144195235,0.0382875850966866,0.000182835205447719,38.2875850966866,2.05745724631846e-05,2.05745724631846e-05,0.000108287223490446,0.000171454770526539,0.000205745724631846,0.0005266368635752,0,0
Misc. truck crops,IMIDACLOPRID,3.76262442442593,112.710730972866,4.01879046302941,0.248704531957909,0.00650183403699072,0.00232375618748448,6.50183403699072,4.84191622051736e-05,4.7279887800346e-05,0.000401879046302941,0,0.0730689175096257,0,0,0
Misc. truck crops,INDOXACARB,0.240005340498591,0.0588661889732722,0.0224554968618851,1.42581284086706e-05,0.000535847962826109,1.87972149434755e-06,0.535847962826109,0.000132091158011089,0.000132091158011089,0.000284246795720064,0.00026732734359387,0,0,0,0
Misc. truck crops,IPRODIONE,0.137314965342684,0.0331720765101597,0.023249985472785,1.04768711609647e-05,0.000197966830771739,3.57026946047321e-07,0.197966830771739,6.28377985750946e-06,3.52272507163409e-05,1.29166585959917e-05,2.3249985472785e-05,0,0,0,0
Misc. truck crops,LAMBDA-CYHALOTHRIN,0.444221820749154,4.41324876174568,0.000282131766968805,6.66228760198211e-06,0.000856251945487052,0.00016580184599829,0.856251945487052,0.00134348460461336,0.00122665985638611,5.64263533937609e-05,0.00055537749403308,0.00018808784464587,0.00337003615307217,0,0
Misc. truck crops,LINURON,19.3950536295713,27.9326469671989,1.92889351916408,0.0101957706135203,0.0277176014203267,0.000979403575450681,27.7176014203267,0.000612347148940976,0.00622223715859379,0.120555844947755,0.11346432465671,0.000192889351916408,0.241047643263916,0,0
Misc. truck crops,MALATHION,9.69986165965376,0.989207154819511,0.262514859938837,0.000220937660718822,0.00582401757990012,2.21807430025198e-05,5.82401757990012,0.0145841588854909,0.375021228484053,2.01934507645259e-05,1.09381191641182e-05,0.656287149847092,1.04592366878656,0,0
Misc. truck crops,MANDIPROPAMID,0.26711238372918,1.30594350324971,0.0613460813234852,0.00055773238408201,0.000353842691859885,2.26638943104275e-05,0.353842691859885,2.11538211460294e-05,8.64029314415285e-06,3.09828693552956e-06,1.3942291209883e-05,0,0,0,0
Misc. truck crops,"MCPA, DIMETHYLAMINE SALT",2.12924818789235,9.68355907687768,15.6668872574009,0.0843439785685887,0.00286848451130436,0.000280777493682964,2.86848451130436,0.000326393484529186,0.000382119201400022,0.0979180453587557,0.120514517364622,0,0,0,0
Misc. truck crops,METHOMYL,1.14917770598239,1.56118913245542,2.34099916172931,0.00135842438475424,0.00124347356251315,3.14641913761821e-06,1.24347356251315,0.00371587168528462,0.308026205490698,2.34099916172931e-05,0,0.0731562238040409,0,0,0
Misc. truck crops,METHOXYFENOZIDE,1.9654184476293,14.4822246943684,1.41829432465182,0.0158893957686959,0.00315592244151698,0.0004524439957411,3.15592244151698,0.000337689124917099,0.000383322790446437,0.000417145389603475,0,0.00551865495973469,0,0,0
Misc. truck crops,METOLACHLOR,3.06673410046263,2.50270187997526,5.02575399549595,0.013680459308679,0.00526079659900176,0.000142717908265636,5.26079659900176,0.00128865487063999,0.000213861872148764,8.80167074517679e-05,0.116877999895255,0,0,0,0
Misc. truck crops,METRIBUZIN,35.0692936722024,4.60573625457361,12.9883355830851,0.00244010661651265,0.0546818501010527,2.97558107770365e-06,54.6818501010527,0.000174106375108379,0.000265068073124185,0.488283292597183,0.806728918204041,0.000300655916275117,1.29575204116573,0,0
Misc. truck crops,MYCLOBUTANIL,4.71654846664695,2.51853861652716,0.0831029651514269,0.000219199023745044,0.00369819750066782,1.17970065102533e-05,3.69819750066782,4.15514825757135e-05,4.88840971478982e-06,3.1241716222341e-05,7.91456810965971e-07,0,0,0,0
Misc. truck crops,NAPROPAMIDE,13.104390630458,51.1516656840123,1.50072136085095,0.0304787894911287,0.023915918016361,0.00201675259472768,23.915918016361,0.000227382024371355,0.000104945549709856,0.000441388635544396,0.00625300567021227,0,0,0,0
Misc. truck crops,No Applications,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Misc. truck crops,NORFLURAZON,0.298559433255931,0.538806639954776,0.0830082479604634,0.000465841449582559,0.000469659557436811,7.31049486312762e-05,0.469659557436811,1.02479318469708e-05,5.53388319736423e-06,0.00471637772502633,0.000965212185586784,0,0,0,0
Misc. truck crops,NOVALURON,0.0209621065085187,0.0101585470621537,0.000900486228879975,8.71455001010303e-07,4.59675224889773e-05,4.58922844550854e-07,0.0459675224889773,9.00486228879975e-07,1.55256246358616e-05,9.3025436867766e-08,1.2006483051733e-05,0,0,0,0
Misc. truck crops,OXYFLUORFEN,0.226216099850476,0.665901964141253,0.00986589359443954,6.43234655488394e-05,0.000373402274333822,3.72621094031708e-05,0.373402274333822,3.94635743777582e-05,0.000137026299922771,4.93294679721977e-06,0.0070470668531711,0,0,0,0
Misc. truck crops,PARAQUAT DICHLORIDE,60.5109484129033,132.796652204081,0.00613179750813716,0.000140150442373705,0.109383297347642,0.00289934436983068,109.383297347642,4.08786500542478e-07,5.10983125678097e-06,1.91618672129286e-05,6.96795171379223e-05,0,0,0,0
Misc. truck crops,PENDIMETHALIN,80.1182008820059,74.0243144868687,0.08458677467738,0.000743527474026609,0.128675533853086,0.00088733016732348,128.675533853086,0.000431565176925408,0.000575420235900544,0.021146693669345,0.00384485339442636,3.72628963336476e-05,0.026035795372931,0,0
Misc. truck crops,PENTHIOPYRAD,0.474892812182993,1.09561712016967,0.200550904706774,0.000583429650807432,0.000648219397320523,2.00732177968182e-05,0.648219397320523,0.000691554843816461,0.00014532674254114,0.000126930952346059,0.000165744549344441,0,0,0,0
